GENEID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC104360233	8.439859799	-0.230752696	0.29803726	-0.774241102	0.438788226	0.880614191
LOC104360403	115.3517256	-0.110215549	0.142915948	-0.771191392	0.440593496	0.880614191
LOC104360538	1.206737225	0.471740563	0.608979781	0.774640765	0.438551962	0.880614191
LOC104362839	942.2820447	0.256519942	0.333591273	0.768964788	0.441914214	0.880614191
LOC104364660	71.83445622	-0.202859189	0.265407256	-0.764331737	0.444669577	0.880614191
LOC104365590	36.88399847	-0.13984368	0.182558316	-0.766021966	0.443663233	0.880614191
LOC104366180	2110.364398	-0.054174722	0.070882473	-0.7642894	0.444694801	0.880614191
LOC104366272	1529.253419	0.113439614	0.147001689	0.771689188	0.440298536	0.880614191
LOC104366752	5975.390171	-0.092157467	0.119071944	-0.773964578	0.438951739	0.880614191
LOC104367197	21.41044052	-0.167803133	0.219540322	-0.764338559	0.444665512	0.880614191
LOC104367462	3377.971015	-0.054733905	0.0711798	-0.768952785	0.44192134	0.880614191
LOC116959712	36.02746272	-0.104645064	0.135409098	-0.772806744	0.439636762	0.880614191
LOC116959930	879.7810026	-0.198817538	0.256879056	-0.77397333	0.438946563	0.880614191
LOC116960006	24.20981578	0.201660984	0.262184228	0.769157571	0.441799775	0.880614191
LOC116960157	9.955782378	-0.208183548	0.270893306	-0.768507539	0.442185713	0.880614191
LOC116960694	150.8031423	-0.33540135	0.438828323	-0.764311082	0.444681883	0.880614191
LOC116960962	14.99428359	-0.182717765	0.239318628	-0.76349161	0.445170264	0.880614191
LOC116961005	6.480312328	0.241763824	0.315420829	0.766480215	0.44339062	0.880614191
LOC116961458	499.8584867	-0.087945383	0.11511349	-0.763988504	0.444874093	0.880614191
LOC116961733	257.3416272	-0.114717575	0.147963386	-0.775310556	0.438156173	0.880614191
LOC116961817	139.2861464	0.157504203	0.206401879	0.763094811	0.445406855	0.880614191
LOC116961925	1.919095154	-0.346191784	0.448176111	-0.772445866	0.439850398	0.880614191
LOC116962687	4.054898196	-0.303731487	0.391758529	-0.775302807	0.438160751	0.880614191
LOC116962845	10.95574939	0.247788193	0.321145661	0.771575715	0.440365762	0.880614191
LOC116963399	3.739419745	0.328277502	0.426059786	0.77049633	0.441005531	0.880614191
LOC116963561	7.451268779	0.229916701	0.297142782	0.773758325	0.439073722	0.880614191
LOC116963664	21.84171723	-0.242476109	0.315644633	-0.768193354	0.442372321	0.880614191
LOC116964529	122.3981862	-0.139387168	0.182011749	-0.765814127	0.443786907	0.880614191
LOC116964708	50.93610195	-0.332174039	0.429423694	-0.773534491	0.439206124	0.880614191
LOC116965075	8.693465006	0.197378762	0.258305316	0.764129692	0.44478996	0.880614191
LOC116965201	73.96208061	0.162860207	0.213307645	0.763499158	0.445165764	0.880614191
LOC116965575	41.6653639	0.189202253	0.247736475	0.763723845	0.445031828	0.880614191
LOC116965582	1.451195429	0.560637086	0.728656148	0.769412414	0.441648522	0.880614191
LOC116965636	21.45706619	-0.233806675	0.303677476	-0.769917735	0.441348693	0.880614191
LOC122152494	2.932687199	0.423399855	0.550347118	0.769332373	0.441696024	0.880614191
LOC122152504	3.242420017	0.311281442	0.404974559	0.768644437	0.442104418	0.880614191
LOC122152553	3.242420017	0.311281442	0.404974559	0.768644437	0.442104418	0.880614191
LOC122152903	156.0445742	0.234344593	0.303387781	0.772425944	0.439862193	0.880614191
LOC122152904	35.36308489	0.164663691	0.215997225	0.762341698	0.445856093	0.880614191
LOC122152961	27.59440128	0.203171635	0.265187153	0.766144335	0.443590426	0.880614191
LOC122153410	44.53746581	0.917697622	1.202878647	0.762917875	0.445512375	0.880614191
LOC122154316	513.8207915	0.177392413	0.232444399	0.763160629	0.445367606	0.880614191
LOC122154721	41.7178197	0.21221479	0.27565438	0.769858221	0.441383999	0.880614191
LOC122154867	13.23018683	-0.21400024	0.279478558	-0.765712553	0.443847356	0.880614191
LOC122154892	245.9686494	-0.085604894	0.111329456	-0.768933012	0.441933079	0.880614191
LPAR1	1489.245781	0.088903717	0.115673587	0.768574044	0.442146219	0.880614191
LRIG1	311.3060207	0.171501662	0.221871986	0.772975737	0.43953674	0.880614191
LRIG2	1377.872218	0.044978984	0.058139118	0.773644074	0.439141301	0.880614191
LUZP1	536.4538852	0.160267653	0.208790151	0.767601596	0.442723914	0.880614191
MARK3	3000.834755	0.049879138	0.064576827	0.772399946	0.439877586	0.880614191
MAST2	1136.811136	0.110803265	0.144981768	0.764256549	0.444714373	0.880614191
METTL18	554.4029363	-0.071395401	0.092124188	-0.774990839	0.438345073	0.880614191
MORN2	1.553712368	-0.442612514	0.580349258	-0.76266577	0.44566275	0.880614191
MSL1	540.0324852	0.1260742	0.163981641	0.768831187	0.441993532	0.880614191
MSRB1	2374.180899	-0.106432022	0.138214435	-0.770049975	0.441270249	0.880614191
MYOM2	60.75020022	-0.189586729	0.248309632	-0.763509363	0.44515968	0.880614191
N4BP1	1334.01449	0.045365801	0.059135277	0.76715293	0.442990595	0.880614191
NCL	20441.70104	0.104369239	0.13601545	0.767333704	0.442883134	0.880614191
NDE1	1977.201124	0.051794606	0.067287684	0.769748686	0.441448984	0.880614191
NDUFAF3	793.983709	-0.109632589	0.142885938	-0.767273469	0.442918939	0.880614191
NDUFAF6	425.6784429	-0.139097557	0.182481888	-0.762254042	0.445908397	0.880614191
NHEJ1	133.3079534	-0.099409081	0.130441948	-0.762094424	0.44600365	0.880614191
NIPAL4	7944.541113	-0.055879426	0.072779082	-0.767795141	0.442608902	0.880614191
PAX9	1.963331301	0.451990576	0.583048039	0.775220129	0.438209596	0.880614191
PEX10	1029.018925	-0.099464066	0.129957249	-0.765359887	0.444057272	0.880614191
PLPP4	31.67952955	-0.208416375	0.269681525	-0.772824076	0.439626503	0.880614191
PNPLA8	6081.188845	0.073418678	0.094901286	0.773632071	0.439148401	0.880614191
POLR2B	1879.698008	0.072260642	0.093374696	0.773878199	0.439002823	0.880614191
PPP1R17	268.9540047	0.096586241	0.125572296	0.769168389	0.441793354	0.880614191
PPP1R3C	253.899806	-0.101417041	0.131256445	-0.772663323	0.439721658	0.880614191
PPP2R5A	2939.889387	0.041967285	0.054119446	0.775456663	0.438069864	0.880614191
PPP3CC	1294.567015	-0.056709239	0.073563132	-0.77089212	0.440770879	0.880614191
PTCHD4	5.782342758	-0.280634328	0.365547065	-0.76771052	0.442659185	0.880614191
RUFY4	9.990851074	-0.20610551	0.266192356	-0.774272835	0.438769464	0.880614191
SEC14L1	3515.118674	-0.060799948	0.079678218	-0.763068621	0.445422473	0.880614191
SEC23A	8513.575292	0.04796584	0.062915192	0.762388831	0.44582797	0.880614191
SEMA7A	1405.42957	-0.099575434	0.128594158	-0.774338706	0.43873052	0.880614191
SLC16A3	615.8584419	0.096845387	0.12583535	0.769619879	0.44152541	0.880614191
SLC25A4	91.25421992	-0.158270776	0.20765168	-0.762193574	0.445944481	0.880614191
SLC26A5	1272.232693	-0.068723719	0.089987621	-0.763701924	0.445044894	0.880614191
SMG7	2538.90522	0.133619783	0.173607407	0.76966637	0.441497824	0.880614191
SPARCL1	10.68431561	-0.283126709	0.368438059	-0.768451309	0.442219107	0.880614191
STARD10	7807.661874	-0.062442679	0.081796018	-0.763395099	0.445227802	0.880614191
TACR2	3.164266419	0.331435953	0.432183162	0.766887704	0.443148285	0.880614191
TBKBP1	43.63720791	-0.129578668	0.167894225	-0.771787522	0.440240283	0.880614191
TENT2	1026.054856	0.069672956	0.090468823	0.77013222	0.441221465	0.880614191
TGIF2	338.2057871	0.08599639	0.112329085	0.765575459	0.443928951	0.880614191
TMEM275	955.8240331	0.146675289	0.189405061	0.774400054	0.438694252	0.880614191
TMEM54	355.8252151	0.118345743	0.154362765	0.766672867	0.44327604	0.880614191
TRMT10C	1247.036863	0.04661905	0.060628976	0.768923594	0.44193867	0.880614191
UBR5	2927.030095	0.110744456	0.145194173	0.762733474	0.445622363	0.880614191
VGLL1	2033.644387	-0.140434401	0.183003922	-0.767384656	0.442852849	0.880614191
WNT8A	27.64666033	0.256077965	0.334528683	0.765488816	0.443980524	0.880614191
ZIC2	4.242271004	0.387844751	0.506131007	0.766293205	0.443501861	0.880614191
CENPX	3684.729403	-0.110591333	0.145184488	-0.761729677	0.446221359	0.880637883
LOC116963437	4.971572396	0.33282057	0.436816101	0.761923769	0.446105503	0.880637883
MMGT1	798.1842514	-0.06629488	0.08703267	-0.761724076	0.446224703	0.880637883
YARS1	2556.322996	-0.056823207	0.074595229	-0.761753909	0.446206894	0.880637883
BMPER	91.50700771	-0.162849442	0.213877899	-0.761413135	0.446410345	0.880789884
LOC104365562	1056.189629	-0.083322273	0.109445368	-0.761313837	0.446469638	0.880789884
PKP3	7262.137042	0.095362923	0.125262446	0.761304969	0.446474933	0.880789884
SDR42E1	171.0724677	-0.108486921	0.142512512	-0.761244887	0.446510812	0.880789884
LRIF1	2309.961756	0.057989114	0.076186648	0.761145362	0.446570249	0.880804014
NPM1	30946.47203	-0.047203244	0.062032119	-0.760948429	0.44668787	0.880829797
NSUN2	2011.699733	0.060802598	0.079897444	0.761008051	0.446652258	0.880829797
ACOT8	587.8394551	-0.081367283	0.106962601	-0.760707786	0.446831624	0.880907085
LOC104355555	2125.393216	-0.096705711	0.127115778	-0.760768745	0.446795206	0.880907085
SH3KBP1	2841.50475	0.074187637	0.097550307	0.760506442	0.44695192	0.881041163
OTOP3	5.168631054	0.485148002	0.638218339	0.76015992	0.447158999	0.881243174
SCRT2	52.88685364	-0.111298443	0.146405135	-0.760208599	0.447129906	0.881243174
GJA4	386.5643386	-0.087425385	0.115048631	-0.759899395	0.447314723	0.881446976
LOC104361435	111.9942625	0.106714887	0.140501004	0.759531138	0.447534894	0.881674614
TBX19	245.4792013	0.202580203	0.266692569	0.75960198	0.447492535	0.881674614
B4GALNT3	912.9490374	0.11653193	0.153464266	0.759342441	0.447647736	0.881713628
CENPU	1115.2934	-0.075584961	0.099554036	-0.759235523	0.44771168	0.881713628
TRIM37	574.8938129	0.06556473	0.086354241	0.75925316	0.447701131	0.881713628
ANKDD1A	107.9148321	0.097407454	0.128464017	0.758246993	0.448303133	0.881835702
FREM1	1885.99924	0.135856614	0.17907799	0.75864496	0.44806497	0.881835702
MILR1	26.39627287	-0.165375074	0.217987129	-0.758646048	0.448064319	0.881835702
PRXL2C	1373.17509	-0.081470874	0.107409511	-0.75850708	0.448147476	0.881835702
SH3BGRL	13053.26377	0.074377883	0.098093336	0.758235841	0.448309808	0.881835702
SPATA17	8.790661185	0.187637828	0.247410997	0.758405366	0.448208347	0.881835702
SPDYA	212.6031092	-0.179040933	0.236098844	-0.75833041	0.448253206	0.881835702
STAP1	1.833013588	-0.39028607	0.514773967	-0.758169789	0.448349345	0.881835702
TRIM35	3809.835114	-0.082336717	0.108527176	-0.758673725	0.448047758	0.881835702
UBXN2B	877.2126354	-0.05948582	0.078418266	-0.758570977	0.44810924	0.881835702
VHL	3690.835161	0.080250484	0.105734182	0.758983349	0.447862517	0.881835702
LOC104362934	88.1259583	-0.260818556	0.344073009	-0.758032596	0.448431469	0.881894288
RPS27L	759.4365091	-0.109220871	0.144120966	-0.757841653	0.448545784	0.882016158
MICAL1	915.7268967	0.135883235	0.179348298	0.757649984	0.448660549	0.882138885
PLD3	2462.051404	-0.062691055	0.082758072	-0.75752193	0.448737233	0.882186719
LOC116963559	3.34374095	-0.328270956	0.433491599	-0.757271783	0.448887052	0.88232075
NRG2	256.1098107	-0.100182507	0.132300725	-0.757233246	0.448910136	0.88232075
HIVEP3	295.1131272	0.140934278	0.186167558	0.757029202	0.449032367	0.882355148
YJEFN3	6.079987256	-0.278549495	0.36794182	-0.757047664	0.449021307	0.882355148
ANKRD52	1235.444037	0.119198125	0.157526353	0.756686882	0.449237476	0.88244946
LOC104366092	213.0876271	-0.320277734	0.423252792	-0.756705543	0.449226293	0.88244946
LOC122154335	19.53729502	-0.162913672	0.215260167	-0.756822193	0.449156395	0.88244946
JAM2	329.8399421	-0.108241114	0.143098103	-0.756411942	0.44940225	0.882453203
LOC116963292	2.329269503	0.412064393	0.54468129	0.756523863	0.44933517	0.882453203
RAMP1	54.37766109	-0.191721229	0.253453851	-0.75643447	0.449388748	0.882453203
SHISA3	31.17783114	-0.220029519	0.290915745	-0.756334171	0.449448866	0.882453203
PPP4R3A	2447.692226	0.066607428	0.088088849	0.756139154	0.449565769	0.882579892
CAPZB	6874.080214	-0.055223743	0.07313801	-0.755062152	0.450211691	0.882656328
CDH13	667.2545755	-0.136851286	0.181739102	-0.753009589	0.451444152	0.882656328
DNAH12	165.358404	0.132922393	0.176127525	0.75469404	0.450432583	0.882656328
FAM117A	356.1123437	-0.055079017	0.073047768	-0.754013682	0.450841006	0.882656328
HNRNPH1	12813.07455	0.060178799	0.079925892	0.752932465	0.451490498	0.882656328
IL5RA	2.089449377	0.424129706	0.563220738	0.753043484	0.451423784	0.882656328
ISM1	125.6701141	-0.102746009	0.136275667	-0.753957119	0.45087497	0.882656328
KIAA1210	1353.945295	0.079895588	0.106096977	0.753043016	0.451424065	0.882656328
KPNA3	3105.353875	0.057509969	0.076199598	0.754727988	0.45041221	0.882656328
LOC104359358	111.6231811	-0.277760683	0.368191654	-0.754391578	0.450614127	0.882656328
LOC104363574	56.56879272	-0.117090596	0.155452931	-0.753222184	0.451316411	0.882656328
LOC104365638	546.9098469	-0.102381878	0.135905433	-0.753331754	0.451250582	0.882656328
LOC104367175	105.334543	0.192067972	0.254861965	0.753615675	0.451080029	0.882656328
LOC104367456	462.6232125	0.158454699	0.210213178	0.753780997	0.450980736	0.882656328
LOC104368199	916.4423185	0.077635479	0.102929306	0.754260202	0.450692995	0.882656328
LOC104369263	519082.0572	-0.082537313	0.109349917	-0.754799958	0.450369019	0.882656328
LOC116960235	4.703251342	-0.245542608	0.325989383	-0.753222716	0.451316091	0.882656328
LOC116961788	89.80805651	-0.140363871	0.185863348	-0.755199305	0.450129405	0.882656328
LOC116962638	30.01153505	0.311186025	0.412906284	0.753648072	0.451060571	0.882656328
LOC116964097	4.567124056	-0.312484802	0.414511533	-0.753862746	0.450931642	0.882656328
LOC116964710	39.84279474	-0.1046496	0.138819614	-0.753853125	0.45093742	0.882656328
LOC116965101	17.92799614	-0.157156461	0.208677725	-0.753106069	0.451386178	0.882656328
LOC116965871	95.37749351	-0.14832945	0.196772903	-0.753810344	0.450963112	0.882656328
LOC122152515	49.51017577	-0.539948777	0.715408899	-0.754741488	0.450404108	0.882656328
LOC122152911	44.4644535	-0.189622177	0.250901273	-0.755764107	0.44979064	0.882656328
LOC122154373	897.7359832	-0.169853794	0.224782014	-0.755637837	0.449866364	0.882656328
N6AMT1	774.7796791	0.059555069	0.078888309	0.754928958	0.450291609	0.882656328
PDE12	4124.58265	-0.045016746	0.059552815	-0.755912985	0.449701368	0.882656328
PLBD1	5333.94343	-0.071795872	0.095003204	-0.75572053	0.449816772	0.882656328
PPP4R4	39.64809356	0.131154155	0.174003288	0.753745269	0.451002194	0.882656328
PSPC1	740.9240538	0.068256188	0.090471411	0.754450361	0.450578841	0.882656328
SHH	1373.586701	-0.076904424	0.102108893	-0.753160878	0.451353245	0.882656328
SOAT1	1820.301603	-0.069668874	0.092250337	-0.75521539	0.450119756	0.882656328
TELO2	904.5646335	-0.060565363	0.080245828	-0.754747816	0.45040031	0.882656328
UGT8	6362.368696	0.113100904	0.149948499	0.754264996	0.450690116	0.882656328
VPS26B	10286.09073	-0.070104174	0.093040064	-0.753483728	0.451159286	0.882656328
C1D	1389.028178	-0.091620303	0.121870395	-0.751784736	0.452180523	0.882795016
CAPSL	437.8916568	-0.201073409	0.267424711	-0.751887918	0.452118464	0.882795016
CSPG4	282.3653834	-0.121945569	0.16221734	-0.751741889	0.452206294	0.882795016
FEZ2	1825.327188	0.06558521	0.087325268	0.751045048	0.452625545	0.882795016
HID1	611.1022842	-0.101066041	0.134396051	-0.752001568	0.452050116	0.882795016
KLC1	3171.964541	0.071522666	0.095196813	0.751313666	0.452463907	0.882795016
LOC104357062	1978.647438	0.101106872	0.134434601	0.752089648	0.451997149	0.882795016
LOC104358008	668.3897179	0.117332607	0.15591635	0.75253562	0.451729017	0.882795016
LOC104362175	176.2349897	-0.102656358	0.136410485	-0.752554749	0.451717518	0.882795016
LOC116964466	40.36201001	-0.183056301	0.243379589	-0.752143195	0.45196495	0.882795016
LOC122153969	26.73781871	0.26139768	0.348073085	0.750985042	0.452661658	0.882795016
LOC122153974	231.5829713	-0.269145205	0.358120931	-0.751548379	0.452322697	0.882795016
MAP3K13	118.6516673	0.114443298	0.152262858	0.751616643	0.452281632	0.882795016
NPTN	480.9077939	0.111089645	0.147622939	0.752522917	0.451736653	0.882795016
PEX11B	344.4825197	-0.060606562	0.08060714	-0.751875852	0.452125721	0.882795016
PHF12	960.3718114	0.075492311	0.100379369	0.75206999	0.45200897	0.882795016
PPP2R2C	456.7552746	-0.082336017	0.109618289	-0.751115688	0.452583035	0.882795016
SFTPD	37.36284302	-0.157044288	0.209069414	-0.751158597	0.452557214	0.882795016
SLC41A1	1298.902687	-0.043575699	0.058004436	-0.751247693	0.452503602	0.882795016
SUZ12	1186.961393	0.071491937	0.095059166	0.752078305	0.45200397	0.882795016
TMEM68	912.3983022	-0.092875904	0.123671787	-0.750986999	0.45266048	0.882795016
COL21A1	3239.702504	0.105223249	0.140295859	0.750009659	0.453248888	0.88283103
CUNH9orf152	2.962532596	0.352587088	0.470086374	0.750047452	0.453226126	0.88283103
DEPDC5	908.1052881	0.036869631	0.049126674	0.750501276	0.452952856	0.88283103
JDP2	328.6258997	-0.080669891	0.107467526	-0.750644348	0.452866724	0.88283103
LOC104361311	386.4768267	0.23127375	0.308229847	0.750328863	0.453056663	0.88283103
LOC104362007	4802.156544	-0.059699604	0.079582666	-0.750158386	0.453159318	0.88283103
LOC104366198	2483.21377	0.082129883	0.109486356	0.750138058	0.45317156	0.88283103
LOC104369157	1539.905186	-0.057941571	0.077244985	-0.750101398	0.453193637	0.88283103
LOC116963446	299.8145397	0.220965424	0.294465623	0.750394636	0.45301706	0.88283103
SESN3	1003.989571	0.098118554	0.130785946	0.750222454	0.453120738	0.88283103
SHOC1	9.889311868	0.261945943	0.349303124	0.749910107	0.453308847	0.88283103
SLC9A3	1.810802174	0.641721833	0.855665929	0.749967728	0.453274141	0.88283103
AGAP1	741.2575699	0.097989528	0.130700183	0.749727548	0.453418813	0.88284874
SRSF6	6616.177538	0.051600948	0.068826863	0.749721046	0.45342273	0.88284874
KPNA6	3516.316489	0.039028099	0.052069275	0.749541811	0.453530708	0.882945453
THBD	864.4126902	-0.08380656	0.1118219	-0.749464643	0.453577201	0.882945453
ABLIM1	3040.549735	0.106289938	0.141847459	0.749325642	0.453660956	0.883006481
LOC104359875	233.4452031	-0.094250635	0.125805072	-0.749179935	0.453748761	0.883075378
ECSCR	396.4194025	-0.063407035	0.084689596	-0.748699222	0.454038513	0.88318605
LOC104357538	87.35701716	-0.117996806	0.157550912	-0.748943973	0.453890975	0.88318605
LOC122153250	11.13080933	0.177654915	0.23724155	0.748835585	0.453956309	0.88318605
PLOD1	4374.267038	-0.048366614	0.06459514	-0.74876553	0.453998539	0.88318605
PPARGC1B	138.8999215	0.124103999	0.165770207	0.748650808	0.4540677	0.88318605
CARD9	82.54372322	-0.111120639	0.148528961	-0.748141228	0.454374976	0.883236848
CCDC71L	1157.774435	-0.080958374	0.1082152	-0.748123866	0.454385448	0.883236848
LOC116961734	132.4347738	-0.070694501	0.094457793	-0.748424233	0.45420431	0.883236848
PBK	2097.239317	-0.091548102	0.122342047	-0.748296305	0.454281453	0.883236848
PDLIM3	5.413297757	-0.251907149	0.336735575	-0.748085939	0.454408323	0.883236848
SEC24A	2366.903558	0.064183717	0.085775087	0.748279243	0.454291742	0.883236848
BTF3	12933.8033	-0.057567124	0.076993592	-0.747687201	0.454648853	0.883434212
LOC116961435	9.850966948	-0.225321291	0.301429828	-0.747508276	0.454756809	0.883434212
LTV1	3183.065888	0.045462395	0.060816777	0.747530486	0.454743408	0.883434212
MIOX	3.370337988	-0.334868823	0.447795874	-0.747815785	0.454571279	0.883434212
SSBP2	5521.290457	0.088084301	0.117841196	0.747483086	0.454772009	0.883434212
KCTD10	2037.789695	-0.042564371	0.056957021	-0.747306836	0.454878367	0.88353896
POU3F3	5.316870731	-0.373496367	0.500058096	-0.74690595	0.455120334	0.883809687
PXDN	2220.426983	0.116269704	0.155687377	0.746815228	0.455175102	0.883809687
TSR3	1365.111812	-0.075644258	0.101280526	-0.746878605	0.455136842	0.883809687
LOC116961529	77.35539916	0.111643012	0.149545447	0.746549059	0.455335808	0.884019859
ANK2	121.4505215	-0.136910266	0.183546009	-0.745917966	0.455716972	0.884029112
HES5	4.060261884	0.350360962	0.469804271	0.745759424	0.455812755	0.884029112
IGDCC4	273.5927845	0.128622509	0.172394177	0.746095439	0.455609764	0.884029112
LOC104358006	1495.0926	0.107367116	0.143902529	0.746110002	0.455600968	0.884029112
MRPS9	2301.151033	-0.076307494	0.102302687	-0.745899216	0.455728299	0.884029112
PLAA	6747.445446	0.057380265	0.076915824	0.746013795	0.455659082	0.884029112
R3HDM2	680.2339339	0.106438137	0.142633991	0.746232624	0.455526904	0.884029112
TIMM23B	2589.683611	-0.066370733	0.088993133	-0.745796109	0.455790591	0.884029112
ZNF277	775.3094534	-0.11049021	0.148042267	-0.746342325	0.45546065	0.884029112
GXYLT2	1038.409714	0.072847668	0.097776765	0.745040681	0.456247128	0.884057509
LOC104359116	9.905703211	-0.265438231	0.356043026	-0.745522903	0.455955671	0.884057509
LOC104367839	217.0253609	-0.088687805	0.119010156	-0.745212072	0.456143526	0.884057509
LOC116961207	2.042693624	0.394451343	0.529019332	0.745627463	0.455892488	0.884057509
LYPLA2	5508.286828	0.06071456	0.081487718	0.74507621	0.45622565	0.884057509
MED12L	221.4521547	0.057705184	0.077413886	0.74541129	0.456023121	0.884057509
PAQR5	72.80914278	0.120554894	0.16178462	0.745156703	0.456176994	0.884057509
TRNASTOP-UCA	1.632388707	0.433821894	0.58205396	0.74532934	0.456072649	0.884057509
ALKBH3	333.1997917	-0.052969125	0.071404451	-0.741818252	0.45819746	0.884140304
ARFGAP1	2669.139402	-0.036226357	0.048838823	-0.741753282	0.458236831	0.884140304
ATG9B	3762.535379	0.07857758	0.105642654	0.743805433	0.456994193	0.884140304
BARHL2	3.212180609	0.304739879	0.410098457	0.743089553	0.457427464	0.884140304
CDCP1	2320.415878	0.063494435	0.08546184	0.742956564	0.457507978	0.884140304
CHMP2B	3226.972042	0.059848705	0.080701023	0.741610237	0.45832352	0.884140304
CUNH1orf174	7.388445936	0.204552833	0.275265418	0.743111263	0.457414321	0.884140304
DNAJC3	5386.629196	0.041090536	0.055505214	0.740300474	0.459117694	0.884140304
FNDC3B	2844.477965	0.078282847	0.105661954	0.740880181	0.458766093	0.884140304
FOXO6	850.2838356	0.11259757	0.151428981	0.743566849	0.457138565	0.884140304
GABRA2	7.712428513	0.371437996	0.499068855	0.744262024	0.456717971	0.884140304
GADD45G	397.1417697	0.09528261	0.128709884	0.740289768	0.459124188	0.884140304
GRHPR	1213.335263	-0.100597936	0.135915754	-0.740149192	0.459209473	0.884140304
IGFALS	37.7841896	0.154675642	0.208822195	0.74070499	0.458872333	0.884140304
INSYN1	30.05156102	0.127804463	0.171973804	0.743162384	0.457383374	0.884140304
KLHDC10	990.9184172	-0.05081661	0.06854005	-0.741414839	0.45844195	0.884140304
LARP6	562.2543054	0.057899086	0.077787073	0.744327873	0.456678143	0.884140304
LOC104356999	2265.964894	-0.075000221	0.101032387	-0.742338397	0.457882333	0.884140304
LOC104362800	1553.327762	0.073961401	0.099924671	0.740171577	0.459195892	0.884140304
LOC116959178	4.909494572	0.312848017	0.421722581	0.741833685	0.458188109	0.884140304
LOC116959388	5661.625771	0.077773271	0.104639226	0.743251591	0.457329374	0.884140304
LOC116959932	2.213839173	-0.318874884	0.429203941	-0.74294491	0.457515034	0.884140304
LOC116961100	2348.759281	0.0570597	0.076705876	0.743876515	0.456951185	0.884140304
LOC116962919	5.98285989	-0.299396829	0.4031944	-0.742561971	0.45774692	0.884140304
LOC116965653	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154407	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154408	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154409	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154410	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154463	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154464	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154465	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154466	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154467	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154468	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154469	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154470	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LOC122154472	380799.7775	-0.124042403	0.16758009	-0.740197732	0.459180023	0.884140304
LRP4	1116.282145	0.116020142	0.155956826	0.743924747	0.456922003	0.884140304
LRPPRC	7252.31068	0.051187981	0.068896312	0.742971275	0.457499071	0.884140304
LYVE1	3.984582526	-0.27159731	0.365929395	-0.742212332	0.457958698	0.884140304
MCM5	1774.659105	-0.086858659	0.116622226	-0.744786495	0.4564008	0.884140304
MNS1	396.9656621	0.091261226	0.123010922	0.741895309	0.458150768	0.884140304
NUCKS1	6135.29095	0.081797421	0.110157271	0.742551264	0.457753404	0.884140304
PIM3	2938.192006	-0.043633315	0.058605513	-0.744525767	0.456558459	0.884140304
PTPMT1	561.3798537	-0.130973819	0.176360328	-0.742648988	0.457694221	0.884140304
RALGAPB	1966.047628	0.056488184	0.076245161	0.74087566	0.458768835	0.884140304
RARS1	3516.229033	-0.042376398	0.057224787	-0.740525221	0.458981364	0.884140304
SNX3	6268.729989	-0.073441181	0.098637651	-0.744555254	0.456540627	0.884140304
SOCS3	151.6790744	-0.105245846	0.141688675	-0.74279646	0.457604919	0.884140304
STK36	249.7560901	-0.084642596	0.114363612	-0.74011825	0.459228246	0.884140304
STOML3	381.9029979	-0.095412369	0.128860231	-0.740433014	0.459037293	0.884140304
THAP12	1112.382745	0.04854754	0.065348111	0.742906548	0.457538261	0.884140304
TNFAIP8L3	691.8713884	0.075159143	0.10129359	0.741993075	0.458091531	0.884140304
UBE3B	503.5680198	0.077912807	0.104599177	0.744870166	0.456350212	0.884140304
XRCC4	501.8260961	0.062214829	0.083698702	0.743318922	0.457288618	0.884140304
ROS1	178.3948302	0.114458571	0.154684736	0.739947422	0.459331898	0.884238831
TMTC4	642.4567117	0.062056924	0.08389491	0.739698317	0.459483069	0.884428801
AGTR1	171.3113997	0.215816551	0.293185923	0.736108161	0.461664877	0.884464461
ALDOC	18466.25655	-0.059513138	0.080574575	-0.73860939	0.46014422	0.884464461
AP4M1	917.6870041	-0.076181204	0.103364245	-0.737016981	0.461112023	0.884464461
BRF2	225.0087616	-0.0839778	0.114096375	-0.736025141	0.461715398	0.884464461
C1QTNF7	15.67512732	0.164660834	0.223168496	0.737831893	0.46061661	0.884464461
CCDC83	83.89595643	0.126946793	0.172563584	0.735652275	0.461942341	0.884464461
CDC40	1383.231265	0.039613151	0.053836798	0.735800646	0.461852028	0.884464461
