GeneId	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CHFR	2571.390363	0.078697705	0.079653066	0.988005966	0.323149726	0.840994369
IPO8	1174.371339	0.070128885	0.071025162	0.987380842	0.323455973	0.840994369
KDM4B	3873.867594	0.109434563	0.110747011	0.988149134	0.323079615	0.840994369
LOC104355658	3864.262858	-0.211551586	0.214184047	-0.987709351	0.323295014	0.840994369
LOC104358865	5587.499686	0.127780747	0.129311242	0.988164255	0.323072211	0.840994369
LOC104363994	19111.12404	0.080462137	0.081491099	0.987373317	0.32345966	0.840994369
LOC104364428	2454.554466	0.088088006	0.089224493	0.987262616	0.323513912	0.840994369
LOC116958954	5.426741873	-0.444636435	0.450308567	-0.987403901	0.323444673	0.840994369
LOC116963965	25550.31793	-0.163213644	0.165279143	-0.987502965	0.32339613	0.840994369
RFX7	563.7693317	0.193202487	0.195675708	0.987360611	0.323465887	0.840994369
TMBIM4	2154.697909	-0.103207816	0.104433166	-0.988266659	0.323022069	0.840994369
TNNT3	1.614476062	0.644491723	0.65254033	0.987665733	0.323316382	0.840994369
KCNJ4	5.952025537	-0.317010013	0.321176491	-0.987027451	0.323629182	0.84116234
ACTG1	85905.45006	-0.057698799	0.05847937	-0.986652202	0.32381317	0.841508842
LGALS3	2574.217947	-0.14521379	0.147255214	-0.98613683	0.324065973	0.841638965
MANBAL	1709.99767	-0.080680264	0.081798124	-0.986333913	0.323969284	0.841638965
PSMG4	2340.763399	-0.136424691	0.138301051	-0.986432788	0.323920782	0.841638965
WDR20	1329.863124	0.062022361	0.06289191	0.986173914	0.324047778	0.841638965
MRM2	1341.25737	-0.169961201	0.172398134	-0.985864509	0.324199605	0.841854361
NHS	229.735157	0.176723031	0.179294942	0.985655418	0.324302234	0.841987662
UBN2	1479.800341	0.134905295	0.136882795	0.985553334	0.324352347	0.841987662
UBE2N	7329.788224	-0.089895503	0.09125095	-0.985145937	0.324552392	0.842375277
ALPK1	141.4832055	0.208718343	0.211937805	0.984809402	0.324717702	0.842454564
CCT5	14213.35964	-0.071231386	0.072322694	-0.984910569	0.324668001	0.842454564
LOC116960187	806.1033357	-0.193683821	0.196695652	-0.984687861	0.324777417	0.842454564
LOC122152379	14.44921101	0.281268659	0.285650251	0.98466099	0.324790621	0.842454564
TMEM98	506.6897109	-0.193511561	0.196544753	-0.98456742	0.324836599	0.842454564
LOC116958905	2.952242964	0.401677361	0.408031781	0.984426654	0.324905778	0.842502397
HSPB2	25.39704836	-0.16640013	0.169067502	-0.984223031	0.325005864	0.842590858
PRKD1	246.5641042	0.071442575	0.072593118	0.984150799	0.325041373	0.842590858
CLCF1	152.2610904	-0.116073481	0.117978129	-0.983855927	0.325186356	0.842703594
OCIAD1	4740.393762	-0.10287292	0.104558883	-0.983875475	0.325176744	0.842703594
ASPG	1167.871376	-0.12890794	0.131193675	-0.982577394	0.325815475	0.842755728
B4GALT5	1437.510785	-0.049137949	0.050004617	-0.982668229	0.325770752	0.842755728
BEND5	845.3453697	-0.094292489	0.095894922	-0.983289698	0.325464879	0.842755728
CD82	5732.818125	-0.085762259	0.087229186	-0.98318307	0.325517346	0.842755728
CDC42SE2	3023.942085	-0.099053111	0.100745654	-0.983199844	0.325509091	0.842755728
CEP95	180.8512589	0.124901359	0.127072391	0.982915003	0.325649273	0.842755728
COPS8	3926.833824	-0.078466692	0.079830625	-0.982914667	0.325649438	0.842755728
LGALS2	29.98999976	-0.181179543	0.184275549	-0.98319904	0.325509487	0.842755728
LOC116965256	14.3065557	-0.323847722	0.329539424	-0.982728313	0.325741172	0.842755728
PACRG	26.12261193	-0.238514253	0.242604909	-0.983138612	0.325539223	0.842755728
SCRG1	19.75520176	0.246347982	0.250583055	0.983099124	0.325558656	0.842755728
TRNT1	3102.972851	-0.126816728	0.129028779	-0.982856142	0.325678246	0.842755728
ABCA4	179.2821738	0.17401676	0.178286192	0.976052927	0.329038237	0.842794861
ABCG1	112.3035666	0.152788654	0.157078472	0.97268997	0.330707412	0.842794861
AFAP1	1565.625444	0.124366666	0.126912053	0.979943694	0.327113913	0.842794861
AKR7A2	1799.258194	-0.104292965	0.106974796	-0.974930257	0.329594856	0.842794861
ALKBH2	100.6491786	-0.090784799	0.09395297	-0.966279187	0.333904498	0.842794861
ANKH	4706.854108	-0.083436436	0.086021492	-0.969948723	0.332072052	0.842794861
APC2	445.1407339	0.209027477	0.214721219	0.973483093	0.330313259	0.842794861
APOBEC2	40.85099816	0.165382342	0.171275519	0.965592416	0.334248172	0.842794861
APOBEC4	2.227978481	0.428609043	0.443416055	0.966606955	0.333740556	0.842794861
ARID1B	3226.79275	0.167405644	0.170662071	0.980918857	0.326632758	0.842794861
ARL5B	864.9512265	0.092375842	0.094770908	0.974727837	0.329695281	0.842794861
ASH1L	1465.832207	0.182747068	0.187652167	0.973860687	0.330125716	0.842794861
ASNSD1	2705.842856	-0.080708984	0.082362186	-0.979927653	0.327121832	0.842794861
ASS1	8912.362112	-0.065523999	0.066853086	-0.980119295	0.327027236	0.842794861
ATF1	2919.498022	0.081830672	0.084563143	0.967687205	0.33320061	0.842794861
ATG2B	6812.647289	0.082856727	0.085409383	0.97011269	0.331990324	0.842794861
ATP6V0A2	3479.409998	-0.117561273	0.120202997	-0.978022807	0.328063044	0.842794861
BBX	2298.260627	0.166921478	0.171444741	0.97361679	0.330246847	0.842794861
BCAR1	2186.586266	-0.10734619	0.110542011	-0.971089538	0.331503693	0.842794861
BNC1	2877.031545	0.106820109	0.110498449	0.966711392	0.33368833	0.842794861
BTBD17	256.250865	-0.154518038	0.159922808	-0.966203883	0.33394217	0.842794861
CARD10	222.7921907	0.121202985	0.124051704	0.977036036	0.328551312	0.842794861
COL1A2	73123.54539	-0.134105024	0.13869976	-0.966872793	0.333607629	0.842794861
COPB1	6721.071641	-0.051422827	0.052509485	-0.979305485	0.327429061	0.842794861
COPRS	241.206346	-0.130223771	0.133569544	-0.974951079	0.329584527	0.842794861
CPLX2	184.1588728	-0.268007647	0.274942537	-0.974776948	0.329670914	0.842794861
CTHRC1	581.7266896	-0.103638804	0.106404871	-0.974004317	0.330054396	0.842794861
CXCR6	40.39455866	0.234986437	0.240447004	0.977289934	0.328425635	0.842794861
DLX3	11553.65497	0.078182113	0.080680745	0.969030624	0.33252991	0.842794861
DOCK7	6944.083648	0.103293148	0.106527174	0.969641311	0.332225314	0.842794861
DR1	4635.638959	0.082652493	0.084326074	0.980153467	0.32701037	0.842794861
DTWD1	447.0920666	0.079881602	0.081941903	0.974856564	0.329631414	0.842794861
EFTUD2	4031.383596	-0.048936498	0.050074302	-0.977277695	0.328431692	0.842794861
ELL2	2.573437618	0.432460004	0.442659137	0.976959397	0.328589254	0.842794861
ENO2	38.55492833	-0.176720246	0.182578409	-0.967914258	0.333087193	0.842794861
EXOC8	1827.03676	0.063547198	0.065698646	0.967252776	0.333417685	0.842794861
EZR	9765.244966	0.12402894	0.128211605	0.967376856	0.333355675	0.842794861
FAM177A1	1261.306222	-0.094409947	0.096189325	-0.981501298	0.326345594	0.842794861
FAM181B	302.4107342	-0.119306538	0.122704583	-0.972307103	0.330897791	0.842794861
FAM219B	165.4216925	-0.086228521	0.088785104	-0.97120482	0.331446294	0.842794861
FAM222B	773.36901	0.054269638	0.055664984	0.974933142	0.329593425	0.842794861
FASTK	955.9887522	-0.068580592	0.070556375	-0.971997099	0.331051992	0.842794861
FBXO43	1.935922396	-0.565522605	0.585662754	-0.965611355	0.334238691	0.842794861
FRAS1	480.8028306	-0.181371012	0.186243833	-0.973836333	0.33013781	0.842794861
FRMD3	607.6595044	0.145864468	0.151074781	0.965511697	0.33428858	0.842794861
GCNA	107.8218813	0.114818101	0.117092626	0.980574991	0.326802372	0.842794861
GFPT2	1246.336975	0.105630036	0.10922509	0.967085822	0.333501132	0.842794861
GINS1	210.9745456	-0.166314686	0.170498294	-0.975462464	0.329330912	0.842794861
GLDC	293.0860649	-0.162410128	0.166373911	-0.976175452	0.328977526	0.842794861
GLT8D1	2013.057534	-0.088359381	0.090850091	-0.972584401	0.330759898	0.842794861
GPR107	8060.99321	0.04742732	0.048335523	0.981210425	0.326488984	0.842794861
GTF2B	2482.149427	-0.08131003	0.083805815	-0.970219436	0.331937125	0.842794861
HIGD1A	2926.286681	-0.132012633	0.135029439	-0.977658163	0.32824342	0.842794861
HNRNPA3	17343.67441	0.084753069	0.087122957	0.972798348	0.330653534	0.842794861
HPRT1	904.6771634	-0.099935486	0.10342504	-0.966260066	0.333914063	0.842794861
IGF2R	5417.162382	0.132667761	0.135231366	0.981042824	0.326571624	0.842794861
IP6K1	1111.512735	-0.063838152	0.065330876	-0.977151316	0.328494246	0.842794861
IPO7	15621.87391	0.071771521	0.073726662	0.973481223	0.330314188	0.842794861
ISX	2.162447479	0.5663786	0.578085829	0.979748286	0.327210385	0.842794861
JADE2	749.4442089	0.187792798	0.193141379	0.972307432	0.330897628	0.842794861
KCNH4	3.205584738	-0.48081999	0.491622222	-0.978027372	0.328060787	0.842794861
KIFBP	1648.987876	0.057427041	0.05852724	0.981201937	0.326493169	0.842794861
LOC104355461	834.5969643	0.167140288	0.171283501	0.975810786	0.329158239	0.842794861
LOC104357758	1152.318529	0.125618434	0.130045818	0.965955197	0.334066601	0.842794861
LOC104359203	3.910080072	-0.387832972	0.400251146	-0.968974045	0.33255814	0.842794861
LOC104361340	342.1311986	0.177635959	0.181625106	0.978036368	0.328056337	0.842794861
LOC104363803	3636.103402	-0.092286895	0.095450131	-0.966859798	0.333614126	0.842794861
LOC104364006	547.738781	-0.253581076	0.259332801	-0.977821066	0.32816283	0.842794861
LOC104367462	2881.494739	-0.067053309	0.06939536	-0.966250615	0.333918791	0.842794861
LOC104367484	268.2642692	-0.075729085	0.077779974	-0.973632174	0.330239206	0.842794861
LOC104367843	10.98716978	0.352241307	0.361397669	0.974664027	0.329726943	0.842794861
LOC104368309	106.9919947	-0.17414394	0.178780152	-0.974067524	0.330023013	0.842794861
LOC104368837	52.21986228	0.132288872	0.136915513	0.966208061	0.33394008	0.842794861
LOC104369337	32.86267714	0.193786368	0.19810367	0.978206857	0.327972026	0.842794861
LOC104369341	334.782895	-0.145672103	0.14870063	-0.979633393	0.327267115	0.842794861
LOC116959262	13565.67903	-0.256501706	0.263358325	-0.973964677	0.330074078	0.842794861
LOC116960121	53.39175811	0.182101283	0.186691244	0.975414161	0.329354862	0.842794861
LOC116960152	156.9391196	-0.211605278	0.215914819	-0.980040548	0.327066104	0.842794861
LOC116960155	21.8361041	-0.181227193	0.186894376	-0.969677081	0.332207478	0.842794861
LOC116960556	1.111885777	0.687086879	0.702185526	0.978497639	0.327828258	0.842794861
LOC116960795	47.82793586	0.160752776	0.165151807	0.973363712	0.330372567	0.842794861
LOC116960985	77.54259693	0.128941169	0.132115761	0.975971133	0.32907877	0.842794861
LOC116962187	7.295627268	-0.36684338	0.37706523	-0.97289103	0.330607463	0.842794861
LOC116962548	66.77609469	-0.215623022	0.222555006	-0.968852719	0.332618678	0.842794861
LOC116962722	275.4419864	0.333292574	0.342359261	0.973517039	0.330296396	0.842794861
LOC116963391	25.63968246	-0.45297625	0.468099338	-0.967692566	0.333197932	0.842794861
LOC116963492	2.05599985	0.508668103	0.525585612	0.967812078	0.333138231	0.842794861
LOC116963623	29.7185928	0.298662766	0.30844203	0.968294645	0.332897238	0.842794861
LOC116964092	2.870427918	-0.385150827	0.397044958	-0.970043365	0.332024877	0.842794861
LOC116964500	333.4685927	-0.091068994	0.092984188	-0.979403013	0.327380889	0.842794861
LOC116965104	22.38287581	-0.237089327	0.244627696	-0.969184319	0.332453233	0.842794861
LOC116965887	4.735398782	0.343243155	0.352870899	0.97271596	0.330694491	0.842794861
LOC122152454	61.93796246	0.151298271	0.155319701	0.974108695	0.330002572	0.842794861
LOC122152622	409.4233126	-0.199857362	0.205780584	-0.971215836	0.331440809	0.842794861
LOC122152830	28.67699154	-0.82696212	0.854346872	-0.967946565	0.333071057	0.842794861
LOC122153213	5.382903697	0.337960164	0.349931075	0.965790662	0.334148942	0.842794861
LOC122153288	7.377111245	-0.3006239	0.309286421	-0.971991913	0.331054572	0.842794861
LOC122154121	16.40594425	-0.267580746	0.272606904	-0.981562614	0.326315374	0.842794861
LOC122154137	1.666669275	0.68168397	0.701436045	0.971840519	0.331129894	0.842794861
LOC122154331	410.1019709	-0.151068475	0.155516628	-0.971397572	0.331350337	0.842794861
LOC122154640	24.74863995	0.203408977	0.210255738	0.967436034	0.333326104	0.842794861
LOC122154837	5.571337973	0.544697423	0.561678068	0.969768011	0.332162141	0.842794861
LOC122154919	183.5218827	0.11330085	0.116207016	0.974991476	0.329564488	0.842794861
LYSMD4	999.3180175	-0.056291703	0.057869972	-0.972727338	0.330688834	0.842794861
MCM10	780.2679072	0.126722672	0.131025672	0.967159107	0.333464501	0.842794861
MED29	963.5635372	-0.119102412	0.121979107	-0.976416493	0.328858112	0.842794861
METTL7A	534.5061118	-0.077663082	0.07951618	-0.976695345	0.32872	0.842794861
MEX3D	282.8130553	0.130230888	0.133294015	0.977019769	0.328559365	0.842794861
MID1IP1	6888.666607	-0.060923632	0.062841034	-0.969488058	0.332301736	0.842794861
MTFR2	231.5674967	-0.220049146	0.227293167	-0.968129175	0.332979861	0.842794861
MTHFS	491.3249975	-0.109195011	0.111417654	-0.980051247	0.327060823	0.842794861
MYMK	8.798478352	-0.28720778	0.295558185	-0.971746999	0.331176429	0.842794861
MYO19	652.7007526	0.071123986	0.072573419	0.980028041	0.327072277	0.842794861
MYOF	543.8829492	0.134811156	0.139222369	0.968315345	0.332886903	0.842794861
NABP2	1949.337375	-0.12632504	0.130073775	-0.971179934	0.331458685	0.842794861
NCOA6	1870.14461	0.190340799	0.194494153	0.978645354	0.327755242	0.842794861
NIT2	655.7760987	-0.065718388	0.067614883	-0.971951521	0.331074667	0.842794861
NKAIN2	2.806625631	0.450276104	0.463876666	0.97068065	0.331707331	0.842794861
NRDC	23558.22379	0.065431686	0.066684251	0.981216482	0.326485998	0.842794861
OSBPL9	1965.349366	-0.051851763	0.053319995	-0.972463771	0.33081988	0.842794861
PIGF	1336.868736	-0.060538497	0.061768778	-0.980082477	0.327045408	0.842794861
PMCH	21.60362595	0.192123452	0.196352691	0.978461007	0.327846368	0.842794861
POU4F1	3.923132324	-0.367853783	0.37557299	-0.979446854	0.327359236	0.842794861
PRDM10	634.1953702	0.129303171	0.131835691	0.980790334	0.326696146	0.842794861
PRDM13	1.035739097	0.835619807	0.864768061	0.966293558	0.333897309	0.842794861
PRMT3	1730.536781	-0.099561795	0.102331597	-0.972933073	0.330586566	0.842794861
RAB33B	853.9678428	0.122726435	0.125405369	0.978637807	0.327758972	0.842794861
RAB6A	5387.877501	0.07407429	0.076210894	0.971964578	0.331068171	0.842794861
RHBDF2	505.5845185	-0.107232796	0.110189762	-0.973164781	0.330471412	0.842794861
RNF115	747.0439155	0.064411856	0.065717378	0.980134295	0.327019832	0.842794861
ROCK1	743.7772286	0.192768992	0.198721628	0.970045356	0.332023885	0.842794861
RSPO4	248.43733	-0.107720998	0.110292469	-0.976684985	0.328725131	0.842794861
SAG	22.16979984	-0.221415351	0.226320404	-0.97832695	0.327912645	0.842794861
SCAMP2	2989.276859	-0.05298982	0.054650686	-0.969609412	0.33224122	0.842794861
SCLT1	123.511676	0.160127646	0.165738144	0.966148424	0.333969917	0.842794861
SCML4	1.313451477	-0.574659739	0.591267727	-0.971911223	0.331094716	0.842794861
SEPTIN5	3157.362079	0.06643569	0.06769711	0.98136671	0.326411936	0.842794861
SETD4	229.7964269	0.078171712	0.08088323	0.966476136	0.333805982	0.842794861
SHC1	1711.544427	-0.059239327	0.060399844	-0.980786079	0.326698244	0.842794861
SLC23A3	4.934244391	0.326012201	0.334313583	0.975168875	0.329476499	0.842794861
SMARCA5	3589.182987	0.128929139	0.132268192	0.97475543	0.32968159	0.842794861
SREK1IP1	672.3345409	0.085956042	0.088087343	0.975804685	0.329161263	0.842794861
STING1	76.03838786	-0.174026443	0.1789442	-0.972517926	0.330792951	0.842794861
SYNJ1	595.7775669	0.100136503	0.103616524	0.966414418	0.333836852	0.842794861
SYNPO2	95.23197476	0.168575524	0.173435818	0.971976411	0.331062284	0.842794861
TASOR2	593.7391036	0.193936838	0.200783139	0.965902014	0.334093214	0.842794861
TBC1D32	398.5449109	0.122475758	0.125699581	0.974352957	0.329881319	0.842794861
TC2N	350.9625846	-0.185642337	0.190894238	-0.9724879	0.330807881	0.842794861
TINAGL1	1575.985464	-0.094481792	0.097324517	-0.970791274	0.331652229	0.842794861
TM2D3	454.0953269	-0.074881145	0.076766156	-0.97544477	0.329339685	0.842794861
TMEM129	1652.529802	0.068436801	0.070753248	0.9672602	0.333413975	0.842794861
TNFAIP8	805.8500067	0.080515251	0.083068021	0.969268923	0.332411031	0.842794861
TPBG	75.38803237	-0.179528412	0.185511055	-0.967750479	0.333169001	0.842794861
TRPM2	22.70183721	-0.23975543	0.244973167	-0.978700781	0.327727846	0.842794861
TTF2	1882.970662	0.078268494	0.080813597	0.968506502	0.332791473	0.842794861
UBE2T	479.8835883	-0.117941598	0.120489004	-0.978857768	0.327650262	0.842794861
USP44	73.24502738	-0.097717503	0.100811312	-0.969310893	0.332390096	0.842794861
USP9X	7778.78104	0.135425493	0.140124894	0.966462764	0.333812671	0.842794861
VEZF1	544.3974493	0.097996508	0.101348275	0.966928234	0.333579911	0.842794861
VPS13D	3611.552248	0.126495075	0.12952168	0.976632451	0.328751148	0.842794861
VPS18	4806.513511	-0.051909723	0.053765917	-0.965476383	0.33430626	0.842794861
VSIG10	91.76939968	-0.177233052	0.180501008	-0.981895079	0.32615154	0.842794861
WDR89	470.7574054	0.074462332	0.077010173	0.966915523	0.333586266	0.842794861
XRN2	1420.117237	0.105110139	0.107024303	0.982114683	0.326043353	0.842794861
YEATS2	2258.004167	0.10546989	0.108695705	0.970322514	0.331885758	0.842794861
ZMAT5	1164.279807	-0.147509228	0.150409914	-0.980714797	0.326733405	0.842794861
ZXDC	503.5568647	0.088628864	0.090827349	0.975794896	0.329166114	0.842794861
BACH2	3118.914488	0.147201814	0.152530325	0.965065892	0.334511809	0.842902171
GPR158	103.6655678	0.206992101	0.214502715	0.964985925	0.334551861	0.842902171
LOC104356864	181.4835658	0.355847652	0.368704174	0.965130522	0.334479441	0.842902171
TUBGCP2	951.599874	0.068581995	0.071056049	0.965181661	0.334453831	0.842902171
LOC122154420	8.775531977	-0.368937565	0.382483804	-0.964583497	0.334753469	0.842937787
OGDH	6353.916671	-0.066299718	0.068729227	-0.964651015	0.334719638	0.842937787
POLR1A	2352.879527	0.099023288	0.102657929	0.964594635	0.334747888	0.842937787
SCARF1	227.2849242	-0.11572752	0.11998054	-0.964552418	0.334769042	0.842937787
ALYREF	2102.701797	-0.075237638	0.078084697	-0.963538834	0.335277185	0.843568735
GINM1	3401.784159	-0.09853217	0.10223689	-0.963763369	0.335164576	0.843568735
KIF20B	246.0253463	0.326807789	0.339208682	0.9634417	0.335325908	0.843568735
LOC116958917	2.436768442	0.449623025	0.466649579	0.963513192	0.335290047	0.843568735
LOC122153671	2.491342832	-0.460851644	0.478248396	-0.963624025	0.335234457	0.843568735
LRRC45	1529.818739	0.078756815	0.081762217	0.96324216	0.335426012	0.843568735
TMEM168	1891.765219	0.054749579	0.056812843	0.963683151	0.335204804	0.843568735
TTF1	1552.459474	0.097288133	0.100992002	0.963325127	0.335384387	0.843568735
LOC122154684	130.6931803	-0.25355362	0.263299069	-0.962987151	0.335553972	0.843762758
CCDC28A	1719.245729	-0.099601833	0.103478384	-0.962537578	0.335779636	0.843984761
LOC116960620	6.481484527	-0.325683522	0.33831118	-0.962674431	0.335710932	0.843984761
LOC116962465	113.2896356	-0.386680098	0.401742422	-0.962507512	0.335794732	0.843984761
IWS1	1606.515919	0.10092135	0.104871074	0.962337335	0.33588018	0.844071773
ATPAF1	2425.036695	-0.114897152	0.119415353	-0.962163985	0.335967237	0.8441628
CCDC57	437.2491046	0.093075866	0.096784567	0.961680863	0.336209938	0.844327348
LOC116960084	899.3142893	0.138635906	0.14415084	0.961741923	0.336179258	0.844327348
TBC1D16	591.7019332	-0.081626227	0.084878825	-0.96167951	0.336210618	0.844327348
UTP11	3815.195729	-0.118225515	0.122942986	-0.96162879	0.336236104	0.844327348
ARHGAP28	312.4316669	0.161835666	0.168361077	0.961241571	0.336430719	0.844626865
GTF2E1	1301.434768	-0.04177501	0.043466818	-0.961078166	0.336512867	0.844626865
LOC116963813	520.5221515	-0.10833726	0.112735436	-0.960986746	0.336558832	0.844626865
TULP3	263.1221225	0.070504194	0.07335316	0.961160958	0.336471244	0.844626865
LOC116959670	269.1758314	-0.070453657	0.073332405	-0.960743845	0.33668098	0.844805734
CETN2	525.397024	-0.097469253	0.101482693	-0.960451981	0.336827788	0.844912425
CLDN3	10.26726515	-0.318072992	0.331217279	-0.960315213	0.336896596	0.844912425
HOXA1	83.7495004	0.164253815	0.1711244	0.959850348	0.337130539	0.844912425
LOC116963819	3738.473229	-0.108994416	0.113503946	-0.960269843	0.336919423	0.844912425
LOC116964002	1843.392345	0.314660909	0.327799491	0.959918846	0.337096061	0.844912425
LOC116965510	1.083834498	0.846918581	0.882291601	0.959907791	0.337101625	0.844912425
MED22	1277.826875	-0.091589495	0.095392628	-0.960131795	0.336988888	0.844912425
TMEM100	249.7420116	-0.121221763	0.126268361	-0.96003276	0.337038727	0.844912425
PRKDC	1251.216401	0.131211506	0.136727985	0.959653619	0.337229573	0.845033091
UBR2	6137.770656	0.0967306	0.1008182	0.959455734	0.33732921	0.845155228
TOGARAM2	101.1502146	-0.139147171	0.145050576	-0.95930106	0.337407102	0.845222859
WDSUB1	775.1161997	-0.168542503	0.17571248	-0.959194831	0.337460604	0.84522938
FIGN	109.4610264	0.118643927	0.123713867	0.959018816	0.337549266	0.84532395
LOC116964579	188.1325922	-0.105778427	0.110313222	-0.958891647	0.337613333	0.845356908
DUT	3352.296408	-0.117593169	0.122696149	-0.958409614	0.337856249	0.845582648
LOC116964709	177.4261892	0.133276088	0.139047387	0.958494018	0.337813707	0.845582648
MOB1A	3318.753911	-0.102806717	0.107249203	-0.958577909	0.337771426	0.845582648
FBXO30	7638.390638	0.061117399	0.063819534	0.957659747	0.338234361	0.845891535
LOC116959427	153.6415899	-0.181387958	0.18938837	-0.957756585	0.338185516	0.845891535
LOC116961925	1.38795944	-0.511539371	0.533931885	-0.958061105	0.338031947	0.845891535
LOC116965038	196.0815849	-0.333870618	0.348562014	-0.957851413	0.33813769	0.845891535
SEMA4B	2172.312359	-0.084148566	0.08784222	-0.957951267	0.338087333	0.845891535
AMOTL2	801.6793083	0.166784665	0.174608559	0.955191805	0.339480709	0.846089501
ARHGAP18	843.4750005	0.093089381	0.097258878	0.957129911	0.338501688	0.846089501
BRPF3	361.6791576	0.109074793	0.114116849	0.955816727	0.339164836	0.846089501
COMMD5	1768.016292	-0.091626036	0.095869962	-0.955732475	0.339207411	0.846089501
DCUN1D4	1833.002709	0.079993803	0.083690959	0.955823706	0.33916131	0.846089501
ENG	1156.487733	-0.10731252	0.112338746	-0.955258306	0.339447087	0.846089501
EYA1	53.03170373	-0.22164274	0.231654139	-0.956782991	0.338676799	0.846089501
LDB1	2005.979638	-0.086333401	0.090392217	-0.955097728	0.339528278	0.846089501
LOC104367021	3209.070388	-0.080601712	0.084335686	-0.955724864	0.339211257	0.846089501
LOC116961554	1.709800055	-0.611329045	0.639977951	-0.955234542	0.339459101	0.846089501
LOC116963116	358.1212497	-0.20273259	0.212200835	-0.955380737	0.339385192	0.846089501
LOC116965885	200.6894233	-0.290603484	0.304173019	-0.955388761	0.339381135	0.846089501
MGA	1270.691809	0.172673107	0.180794053	0.955081788	0.339536338	0.846089501
MYADM	2024.667154	0.09308916	0.09734513	0.956279583	0.338931002	0.846089501
NCKAP1	11751.05958	0.067073937	0.070143022	0.956245327	0.338948305	0.846089501
PCDH9	64.54224916	-0.183168254	0.191402709	-0.956978374	0.33857817	0.846089501
RBBP7	900.6869505	-0.056602223	0.059204459	-0.956046616	0.339048684	0.846089501
SRR	260.7904693	-0.125379186	0.131017111	-0.956968024	0.338583395	0.846089501
SSTR3	24.06390031	0.207640412	0.217368148	0.955247645	0.339452477	0.846089501
STAC	180.2279364	0.168426122	0.176140012	0.956205922	0.338968208	0.846089501
SUSD4	9.499235617	0.403154646	0.421930789	0.955499472	0.339325172	0.846089501
TTLL2	2.945362767	-0.477244749	0.499173834	-0.956069241	0.339037254	0.846089501
VANGL2	5230.291599	0.08570107	0.089622955	0.956240177	0.338950906	0.846089501
ZFP36L2	4289.405065	0.124069261	0.12989897	0.955121208	0.339516405	0.846089501
AGTR2	27.62532711	-0.157016733	0.164700835	-0.953345091	0.340415252	0.846478956
AP5M1	1911.523644	-0.125064666	0.131523149	-0.950894705	0.34165783	0.846478956
ARL8A	956.1741613	-0.054726677	0.057521229	-0.951417032	0.341392718	0.846478956
ASXL3	304.3319652	0.166108101	0.174243699	0.953309089	0.340433488	0.846478956
CD74	8698.407535	-0.172356709	0.180775176	-0.953431284	0.340371597	0.846478956
CERK	2556.260397	0.120941743	0.12695692	0.952620323	0.340782476	0.846478956
CTXN1	2123.915145	-0.175363071	0.184226856	-0.951886575	0.341154509	0.846478956
EVA1C	264.3530474	-0.153605287	0.161064795	-0.953686289	0.340242462	0.846478956
FANCB	200.175077	-0.164087162	0.172320233	-0.952222258	0.340984275	0.846478956
HAS3	136.3553128	-0.142317677	0.149124153	-0.954356982	0.339902973	0.846478956
HOXB3	65.37703058	0.215338972	0.225852608	0.953449125	0.340362561	0.846478956
JAZF1	106.4806646	-0.113042294	0.118740443	-0.952011722	0.341091037	0.846478956
KLHL7	2948.85163	0.075541507	0.079312866	0.952449593	0.340869019	0.846478956
LAMB4	25.58322369	0.168125346	0.176152526	0.954430511	0.339865768	0.846478956
LOC104358757	452.1832412	0.127045938	0.133414369	0.952265777	0.34096221	0.846478956
LOC104364813	108.6379039	0.14428111	0.151340596	0.953353653	0.340410916	0.846478956
LOC116959358	5.860416166	0.357236499	0.375702341	0.950849808	0.341680624	0.846478956
LOC116963097	46.4213193	-0.169258076	0.177927811	-0.951273862	0.341465372	0.846478956
LOC116964538	3.442619705	-0.341454001	0.357683378	-0.954626417	0.339766653	0.846478956
LOC122152861	82.84820802	-0.410918696	0.431329743	-0.952678785	0.340752845	0.846478956
LOC122153778	25.04037115	0.252269106	0.265258879	0.951029826	0.341589235	0.846478956
LRRFIP1	1127.573636	0.148290974	0.155826348	0.951642496	0.341278322	0.846478956
MYO15A	7.275586354	0.279025428	0.292336778	0.954465705	0.339847961	0.846478956
NDUFV1	6751.966759	-0.093094242	0.097719282	-0.95267014	0.340757227	0.846478956
NKD1	971.8764468	0.107927544	0.113380009	0.951909823	0.341142717	0.846478956
PHF21A	895.6929756	0.17476477	0.183283433	0.953521916	0.340325697	0.846478956
PKIG	175.305832	-0.134593322	0.14126895	-0.95274526	0.340719156	0.846478956
PPIL3	587.7645425	-0.114316425	0.120117926	-0.951701624	0.341248326	0.846478956
PTGES3L	46.87240671	0.376826117	0.394936166	0.954144363	0.340010573	0.846478956
RIC8A	1397.355243	-0.082009667	0.086011129	-0.953477385	0.340348249	0.846478956
SHROOM1	836.0559697	0.128713321	0.135178055	0.952176158	0.34100765	0.846478956
SLA	27.63083027	-0.208700556	0.219148281	-0.95232577	0.340931793	0.846478956
SLTM	1378.794503	0.148615783	0.156269736	0.951020886	0.341593773	0.846478956
SPAG9	3843.603408	0.124252968	0.130532115	0.951895767	0.341149847	0.846478956
THAP4	2738.179829	-0.072217937	0.075812686	-0.952583806	0.340800985	0.846478956
